STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hazard,Hazard class,wst_oper,Waste management operations,waste,Waste categories,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2014,,10347151,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2016,,9791108,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2018,,10383768,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2020,,9643998,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2022,,13804382,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2010,,74575394,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2012,,48745406,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2014,,37298137,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2016,,39581445,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2018,,47245055,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2020,,47288772,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2022,,48946006,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2010,,29099941,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2012,,31700341,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2014,,12854027,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2016,,9271982,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2018,,11519468,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2020,,10760626,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2022,,14503760,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2010,,159002410,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2012,,151724096,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2014,,160490841,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2016,,167787097,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2018,,181601673,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2020,,134035273,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2022,,154253222,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2010,,57964213,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2012,,59880430,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2014,,59257658,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2016,,63770231,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2018,,63157367,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2020,,60225123,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2022,,62997991,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2010,,2516879,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2012,,4303440,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2014,,4460808,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2016,,4794539,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2018,,4732173,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2020,,4534265,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2022,,4943070,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2010,,15794637,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2012,,18732360,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2014,,15179093,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2016,,16471650,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2018,,17224625,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2020,,17212264,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2022,,33912011,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,UK,United Kingdom,2010,,93458966,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,UK,United Kingdom,2012,,91469596,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,UK,United Kingdom,2014,,96270456,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,UK,United Kingdom,2016,,103937519,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,TOTAL,Total waste,UK,United Kingdom,2018,,108384133,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2010,,99622,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2012,,217200,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2014,,247203,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2016,,269701,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2018,,227976,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2020,,190842,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DE,Germany,2022,,172694,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2010,,848,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2012,,13785,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2014,,2852,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2016,,17432,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2018,,20669,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2020,,9168,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,DK,Denmark,2022,,8561,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2010,,23175,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2012,,38905,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2014,,76359,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2016,,51189,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2018,,50961,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2020,,49705,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,ES,Spain,2022,,47818,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2010,,22,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2012,,8016,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2014,,14118,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2016,,10311,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2018,,9824,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2020,,5468,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FI,Finland,2022,,3626,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2010,,100000,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2012,,126000,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2014,,169925,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2016,,209370,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2018,,238044,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2020,,173373,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,FR,France,2022,,217907,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2010,,39602,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2012,,33505,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2014,,29068,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2016,,41673,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2018,,80103,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2020,,63697,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NL,Netherlands,2022,,69323,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2010,,2071,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2012,,3170,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2014,,4269,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2016,,4948,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2018,,2202,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2020,,2170,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,NO,Norway,2022,,1752,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ_NHAZ,Hazardous and non-hazardous - total,RCV_R,Recovery - recycling,W076,Textile wastes,SE,Sweden,2010,,0,,,,,
